Верхний зуб 1,Верхний зуб 2,Верхний зуб 3,Верхний зуб 4,Верхний зуб 5,Верхний зуб 6,Нижний зуб 1,Нижний зуб 2,Нижний зуб 3,Нижний зуб 4,Нижний зуб 5,Нижний зуб 6,Индекс 1
9.27,1.97,6.47,0.4,3.46,9.71,7.61,7.18,6.45,7.64,7.97,0.16,84.518
3.26,2.7,5.31,8.36,0.62,6.33,6.57,4.31,5.75,0.99,3.98,5.57,97.828
2.36,5.32,7.47,2.9,5.31,0.6,8.83,6.45,5.61,4.38,6.05,2.94,69.936
6.48,9.95,1.55,8.95,6.25,3.48,7.61,7.83,4.3,4.34,9.17,7.41,90.162
7.3,1.56,1.44,4.92,1.5,4.36,6.0,6.13,9.76,6.7,1.98,3.47,61.927
1.0,0.52,2.0,0.69,5.84,2.26,3.33,2.13,7.84,4.92,0.49,5.43,50.994
7.5,7.41,7.93,8.16,9.38,2.34,6.7,6.47,7.08,5.16,6.26,1.95,127.067
2.67,5.36,0.5,8.3,2.64,0.66,1.82,8.48,4.22,3.98,9.16,8.79,55.226
2.57,8.74,10.0,8.37,5.44,7.84,5.05,1.07,1.17,5.87,2.95,2.39,232.216
1.99,0.66,5.21,7.96,4.85,3.67,4.07,7.22,8.98,2.39,9.63,9.39,58.397
8.42,4.93,3.02,1.93,6.51,8.22,6.09,5.74,8.61,3.75,5.05,4.43,98.099
0.92,6.98,0.17,9.73,5.03,4.92,5.71,7.43,7.05,9.52,9.63,9.96,56.288
0.22,6.41,5.29,5.35,7.78,1.18,7.33,6.01,7.38,1.92,6.45,6.06,74.623
8.07,1.1,3.45,7.89,9.5,9.32,4.2,1.89,0.98,3.83,9.48,1.72,177.964
4.31,4.29,7.1,0.34,6.42,5.08,2.1,0.36,2.54,1.36,8.27,7.09,126.796
9.87,2.12,1.47,6.1,7.89,2.39,1.4,0.26,9.09,3.1,3.42,1.91,155.579
2.7,10.0,9.28,8.03,8.63,9.13,2.23,3.76,6.33,5.93,6.82,9.83,136.877
7.41,8.09,2.98,9.08,9.65,5.69,9.08,5.74,9.85,4.21,9.57,8.62,91.141
1.42,0.85,1.52,7.78,3.65,8.25,6.6,5.61,6.6,9.53,3.74,8.7,57.553
5.71,4.2,9.79,5.28,5.36,2.96,4.71,6.28,6.79,2.12,2.8,3.62,126.520
1.14,3.73,9.76,7.63,5.54,8.63,1.38,4.67,7.04,6.67,7.61,5.12,112.127
2.59,2.7,5.89,2.23,2.73,4.0,4.82,4.01,1.43,7.81,2.91,7.28,71.267
6.69,6.71,4.09,9.43,8.73,1.66,6.94,4.26,8.42,3.2,3.04,5.15,120.316
7.5,5.8,6.13,3.94,6.69,9.71,7.9,3.28,1.88,8.79,2.24,2.35,150.416
4.26,8.41,3.88,2.55,0.43,4.59,2.78,5.05,3.44,3.18,3.42,3.53,112.710
1.61,4.96,0.73,9.25,1.48,7.73,4.37,5.14,5.57,1.71,9.7,0.75,94.567
5.92,0.65,9.99,6.65,3.92,6.22,7.2,6.64,4.74,4.82,1.61,2.68,120.441
4.37,2.87,3.78,9.77,5.78,9.92,6.77,3.08,3.38,7.33,3.46,3.28,133.663
9.32,4.82,4.87,8.03,1.1,0.09,8.43,7.24,6.1,7.1,4.64,3.02,77.279
3.77,7.02,0.51,6.66,3.5,3.69,3.82,5.15,0.74,5.58,3.02,8.04,95.446
6.18,5.14,2.64,5.49,1.26,6.26,4.43,9.84,9.54,3.0,9.96,7.2,61.337
6.43,3.59,9.05,2.58,0.42,2.16,8.57,5.5,8.5,2.15,4.92,4.83,70.293
3.94,8.46,2.47,4.5,5.76,9.88,9.26,2.47,3.1,4.3,3.82,4.67,126.756
8.1,8.25,4.76,3.23,10.0,7.34,1.05,9.29,5.02,9.37,1.18,1.59,151.564
7.52,4.75,7.11,1.17,0.91,1.54,9.31,5.8,0.59,9.28,2.85,2.52,75.783
1.51,3.82,7.4,8.61,0.63,2.51,2.04,1.49,5.92,8.73,7.34,4.74,80.899
3.43,9.29,0.41,6.49,5.66,2.13,8.35,5.12,5.73,8.19,3.63,4.88,76.351
7.39,8.25,5.55,4.51,7.61,1.57,0.11,2.33,8.54,6.76,7.39,1.07,133.130
8.33,3.94,9.09,3.09,4.64,3.12,5.61,9.96,0.47,2.48,8.09,4.44,103.736
2.48,9.14,2.28,2.25,5.09,2.23,0.13,0.38,2.43,9.66,4.25,5.97,102.848
5.94,4.72,7.24,1.6,0.31,0.95,6.36,4.7,2.51,3.81,5.12,0.86,88.870
6.8,5.34,6.04,3.72,2.52,1.27,6.18,9.1,0.96,9.06,2.04,9.5,69.734
0.36,1.69,3.38,2.98,7.93,8.25,6.82,5.72,1.6,8.51,8.55,7.91,62.874
6.97,6.24,6.19,4.53,0.96,0.93,2.01,7.42,2.57,9.7,1.66,4.97,91.140
3.14,1.75,6.43,8.44,0.21,9.81,5.27,2.01,4.58,6.37,3.9,4.14,113.361
1.32,9.31,4.41,1.72,0.8,2.12,3.86,0.74,1.29,5.77,6.02,2.54,97.329
6.27,1.47,5.84,1.22,9.23,6.93,3.12,0.13,5.97,4.59,6.45,8.84,106.392
0.15,3.36,0.75,1.88,9.51,5.36,6.12,1.72,1.57,2.73,5.35,4.75,94.469
3.48,1.8,7.34,0.58,1.8,5.56,0.36,6.34,5.36,6.99,3.42,2.85,81.201
5.49,1.32,8.26,5.97,9.37,0.62,8.23,4.31,0.47,3.04,9.62,1.93,112.428
5.13,3.17,8.82,1.07,1.98,6.64,8.31,1.92,0.93,2.92,3.87,6.55,109.429
2.04,8.79,1.31,4.45,4.53,2.53,4.99,7.56,5.29,8.44,4.74,0.92,74.045
6.33,4.93,4.98,0.9,2.8,7.21,6.55,9.78,4.38,0.09,0.47,8.66,90.712
7.62,0.8,3.38,2.22,1.87,5.42,9.25,0.88,1.15,8.05,3.96,9.07,65.853
0.08,1.03,8.91,5.24,7.76,2.96,6.78,5.63,1.36,9.68,3.28,0.57,95.165
2.53,5.26,0.19,8.13,9.58,1.76,5.04,4.89,8.14,9.89,4.25,5.71,72.389
5.03,1.07,5.5,9.36,4.46,2.13,7.12,4.5,3.92,7.98,9.92,9.14,64.702
5.33,7.39,5.17,2.6,8.86,1.2,2.38,3.44,3.97,7.99,3.23,9.3,100.792
2.83,6.96,5.7,0.58,4.57,8.28,2.26,4.32,3.83,0.22,7.12,4.58,129.512
6.13,0.43,4.3,4.21,2.53,6.19,4.44,9.78,4.54,4.14,1.62,3.6,84.602
2.53,4.54,5.14,8.63,4.31,5.41,3.27,7.25,0.32,2.69,0.03,9.16,134.507
2.5,6.88,5.25,3.68,8.3,9.54,2.05,8.99,7.47,7.45,5.59,5.47,97.650
6.46,9.54,2.43,1.9,5.12,5.76,4.74,0.45,2.95,1.11,3.69,0.87,225.996
0.01,9.62,4.01,9.0,7.89,9.93,3.76,8.92,5.07,5.55,1.1,4.18,141.568
5.38,0.44,8.76,6.19,9.16,9.71,6.45,7.19,3.91,1.09,7.5,5.67,124.615
7.92,9.13,8.5,0.68,5.85,4.33,2.52,6.31,4.1,2.94,2.91,1.3,181.325
9.06,5.16,1.17,4.22,7.74,1.65,7.29,7.34,6.65,9.15,7.97,0.55,74.454
0.67,3.88,8.24,5.07,5.02,6.41,2.77,6.85,6.06,8.87,3.67,5.52,86.811
3.1,9.26,3.28,7.58,3.18,5.95,4.41,2.74,6.65,4.97,6.99,1.15,120.216
3.58,4.95,9.36,9.54,1.57,6.73,0.03,6.28,9.06,8.4,4.27,6.73,102.761
0.7,5.14,3.49,5.77,5.57,1.33,3.14,5.82,4.11,1.85,5.91,8.17,75.862
3.46,2.63,4.86,5.26,4.72,5.75,6.64,2.41,1.44,7.35,5.19,4.98,95.252
6.72,6.46,7.57,0.96,8.3,7.8,5.19,9.73,2.61,0.24,5.07,3.82,141.823
4.15,6.8,9.98,3.29,0.75,0.99,9.29,1.59,6.68,3.04,6.55,3.96,83.446
9.69,0.86,8.84,4.38,1.8,8.55,9.55,7.01,0.94,8.6,6.73,0.21,103.269
1.96,2.05,5.08,8.3,0.56,3.51,0.05,8.67,6.93,0.71,1.72,8.57,80.525
3.25,8.1,6.82,6.27,3.7,1.31,9.21,5.72,2.39,7.73,8.01,2.12,83.712
5.43,3.26,6.22,1.58,9.58,7.52,7.5,4.06,7.62,7.4,3.67,2.18,103.577
0.48,7.58,3.25,7.64,0.3,4.79,4.89,1.45,1.89,1.67,0.64,7.57,132.744
2.18,3.78,8.1,3.17,4.23,4.27,4.26,9.03,9.43,0.78,5.6,1.4,84.361
6.48,3.17,4.67,8.08,2.05,2.3,7.56,2.69,0.63,7.34,6.32,3.08,96.850
2.0,6.29,7.07,5.19,7.27,9.13,8.99,9.03,3.89,3.4,3.32,0.88,125.212
5.0,3.91,7.2,8.28,4.64,9.69,4.46,7.5,5.02,9.55,1.49,1.46,131.343
4.73,5.82,8.01,7.76,4.96,8.82,5.02,0.67,3.46,6.78,6.54,0.94,171.294
5.69,9.98,0.67,3.81,0.93,0.73,5.99,1.88,4.77,5.97,9.95,3.22,68.628
1.18,3.24,2.72,1.33,6.04,6.31,8.74,7.16,5.7,9.48,6.22,7.87,46.093
9.47,0.89,1.05,3.85,8.16,2.42,2.41,3.21,5.67,2.71,2.71,8.16,103.900
9.06,6.12,9.89,1.87,1.76,9.36,0.12,4.2,6.87,1.68,4.09,1.67,204.294
5.15,4.92,6.88,8.37,8.22,3.54,7.6,4.91,8.28,4.94,7.4,2.6,103.778
7.52,0.7,3.07,3.43,9.63,2.51,8.85,6.04,1.44,3.12,4.25,5.45,92.144
7.19,3.69,1.76,7.06,2.27,6.21,6.23,4.14,0.01,8.3,5.76,7.45,88.366
7.26,0.07,5.1,6.48,9.64,8.87,8.34,7.74,3.88,9.51,7.57,2.42,94.830
6.34,2.38,2.82,9.82,9.44,9.16,9.99,2.34,7.03,7.25,0.29,6.06,121.238
4.51,2.18,4.09,8.7,2.86,7.05,4.53,3.45,8.31,4.29,8.85,4.14,87.548
1.41,5.42,7.1,8.7,6.65,9.89,8.81,9.78,8.87,5.27,5.58,7.49,85.524
1.65,0.23,0.82,7.27,1.02,5.86,2.29,1.84,9.18,1.91,2.38,3.9,78.372
9.2,6.79,7.53,0.73,3.05,9.84,8.77,8.7,10.0,1.87,0.5,2.32,115.485
4.69,0.09,4.48,9.84,7.65,9.37,2.34,0.15,0.07,6.01,1.74,8.49,192.128
0.81,9.43,0.59,0.35,5.23,1.26,8.03,3.65,0.71,7.36,6.18,1.37,64.725
3.74,8.22,1.08,3.43,5.41,8.27,8.01,5.97,9.53,4.09,9.95,1.01,78.190
2.25,7.33,3.55,5.19,5.56,9.76,6.43,3.64,0.96,8.07,3.68,4.24,124.500
0.45,2.63,3.22,2.27,2.83,9.14,5.44,4.51,0.24,0.62,0.73,9.4,98.090
8.56,3.08,6.38,4.4,4.81,5.17,1.35,9.82,5.11,9.84,3.69,2.28,100.966
6.82,0.61,9.49,4.38,8.05,1.52,6.95,7.2,6.91,5.96,2.48,3.12,94.635
8.54,2.01,0.35,8.0,5.01,3.04,2.88,1.28,2.47,5.37,9.76,4.78,101.545
7.54,1.89,5.86,2.12,8.7,9.29,5.29,4.29,0.07,3.16,2.29,7.13,159.244
2.4,7.2,8.06,3.92,1.66,7.46,1.33,0.34,9.87,2.86,2.77,4.06,144.607
9.68,1.62,0.18,9.31,0.3,5.04,9.47,5.28,3.79,7.67,5.23,1.34,79.713
7.84,2.29,4.93,1.11,8.86,1.56,2.39,6.78,9.57,5.21,0.05,1.09,105.978
6.02,8.62,4.35,3.75,5.34,8.73,3.23,5.55,3.56,6.66,6.1,0.95,141.305
2.5,5.23,4.38,9.46,8.51,4.16,9.22,1.75,1.96,1.01,8.75,2.85,134.064
5.9,0.16,2.8,2.37,3.28,0.36,1.4,3.23,8.9,7.24,6.47,1.6,51.560
2.77,0.1,6.07,3.97,2.81,5.66,9.64,6.75,5.3,5.65,8.14,2.43,56.397
5.86,6.77,7.96,2.68,7.8,6.69,5.47,3.18,9.52,2.72,9.26,8.96,96.548
5.1,6.21,6.38,4.43,7.1,3.52,4.55,1.25,4.11,2.75,5.28,0.6,176.591
4.6,6.0,0.88,2.41,0.99,5.69,6.87,0.24,9.0,4.99,3.31,5.12,69.658
9.19,5.33,1.06,1.6,4.26,5.97,3.81,7.19,4.98,2.0,3.85,1.91,115.459
9.73,7.34,8.89,5.6,9.4,6.13,3.96,1.15,1.27,0.17,5.04,8.82,230.720
1.81,3.27,7.18,7.73,4.11,6.31,8.67,7.65,5.76,7.25,6.16,2.44,80.174
0.64,5.15,2.07,6.26,5.26,0.14,6.81,7.15,6.0,9.82,7.38,7.6,43.610
5.98,3.29,2.41,0.86,9.59,3.38,2.5,7.01,5.58,4.52,1.29,9.39,84.219
6.15,0.9,7.54,3.08,4.03,9.82,1.07,8.49,8.72,6.32,6.31,6.45,84.368
2.53,6.17,3.79,1.93,1.1,3.53,1.99,7.27,7.22,2.66,2.15,8.43,64.098
7.03,4.58,8.77,7.49,4.19,7.87,2.94,4.84,0.61,9.12,7.01,1.23,155.068
2.08,2.58,1.78,0.98,5.78,7.4,6.33,9.58,2.78,2.61,8.45,5.57,58.324
5.85,0.42,9.82,4.23,5.45,3.78,2.66,3.96,8.0,1.59,5.09,9.48,96.004
6.29,8.81,9.46,8.59,4.18,4.33,7.58,0.36,6.63,9.81,9.86,0.44,120.127
4.04,2.83,3.56,9.8,5.18,0.23,7.47,9.4,4.96,0.76,9.66,5.2,68.465
1.57,2.57,0.16,6.05,1.17,4.55,0.44,3.21,4.47,6.81,9.13,9.99,47.195
0.86,6.78,2.27,3.7,7.13,2.42,5.86,6.16,5.09,7.11,6.35,7.87,60.250
7.24,6.11,8.02,1.82,7.03,3.46,3.35,8.76,9.33,4.26,4.45,4.92,96.036
2.81,7.05,0.84,8.9,9.2,7.3,6.3,7.52,9.15,3.39,1.95,9.09,96.524
3.07,6.57,6.58,0.36,9.3,3.41,6.69,8.24,2.49,7.18,6.75,0.16,92.955
1.63,5.29,7.98,9.75,8.31,4.84,4.45,2.39,2.33,1.97,0.13,6.12,217.366
2.4,0.27,4.03,9.43,6.04,6.76,1.67,2.68,2.14,1.45,3.94,0.37,236.163
3.33,4.75,6.12,0.67,9.3,0.11,1.21,7.27,2.55,7.72,3.48,4.67,90.260
8.37,5.45,9.81,1.53,4.02,2.47,1.56,6.34,5.83,9.12,4.68,6.39,93.308
7.73,8.16,2.55,9.06,1.07,5.46,6.52,7.78,6.82,3.9,2.11,7.95,97.007
7.78,2.67,0.33,1.3,7.36,6.46,6.94,0.4,2.58,8.1,1.87,7.29,95.291
9.3,8.74,6.29,8.2,2.58,7.24,4.23,8.63,4.44,0.59,5.68,6.32,141.686
9.97,7.74,6.06,9.97,8.46,1.1,4.22,1.45,2.99,8.64,0.67,8.71,162.294
3.73,1.83,3.26,5.61,5.32,7.16,4.71,7.67,6.04,4.7,3.18,6.5,82.043
2.22,3.02,9.41,5.94,3.79,8.71,0.69,6.6,9.78,7.83,2.98,9.39,88.785
6.66,3.65,2.32,8.43,9.52,9.01,5.37,5.86,1.6,5.48,3.82,3.54,154.227
5.41,6.99,9.51,5.31,9.61,1.11,6.78,9.71,1.7,9.91,5.88,6.42,93.911
9.74,6.41,7.9,5.64,0.24,9.03,5.05,3.45,2.29,6.45,1.93,4.21,166.638
6.49,6.74,2.15,1.42,8.83,4.74,4.12,2.49,8.29,5.97,5.7,0.08,113.959
8.33,1.12,3.47,6.41,1.78,3.02,9.94,3.12,1.57,8.61,8.4,6.46,63.333
9.72,3.83,6.95,7.6,0.87,3.9,1.82,4.02,1.4,6.55,5.03,0.81,167.448
5.61,3.56,4.27,4.64,7.22,1.72,3.49,1.04,6.55,5.54,2.46,4.47,114.735
1.55,2.1,1.6,9.52,9.67,1.99,8.88,1.67,6.49,1.37,3.38,4.03,102.363
3.31,8.61,6.76,2.73,1.92,7.51,1.31,8.71,3.83,3.07,1.14,3.71,141.663
8.95,1.65,4.27,1.99,1.35,5.5,8.8,7.81,4.93,3.79,0.08,1.88,86.882
9.08,4.07,4.56,2.28,9.79,6.99,3.91,3.2,9.29,3.38,6.47,9.58,102.623
4.89,7.1,2.52,7.02,5.34,6.06,8.68,2.26,5.92,1.7,0.13,4.76,140.426
3.37,8.85,3.56,5.01,6.81,3.6,3.42,2.83,1.81,5.24,7.56,3.07,130.380
3.54,3.88,1.32,7.88,2.37,9.51,6.11,0.4,2.43,8.44,9.61,2.19,97.670
7.16,9.78,4.52,7.49,4.27,2.76,7.92,4.89,0.64,6.19,0.84,7.93,126.646
0.15,0.31,0.12,9.05,8.91,2.57,8.63,1.98,5.72,2.12,8.97,4.54,66.051
7.04,4.43,4.63,8.16,6.5,4.72,0.5,7.12,0.27,0.42,7.27,9.92,139.137
9.29,8.11,4.33,5.13,0.79,4.29,4.22,5.03,8.35,8.59,7.67,2.24,88.476
3.97,3.82,8.58,3.7,0.83,2.39,8.19,6.27,9.0,9.12,2.23,6.67,56.148
5.82,3.32,5.27,3.71,9.11,2.67,5.0,9.9,4.43,9.28,6.24,1.44,82.392
0.36,2.88,8.73,0.93,3.06,7.95,6.69,1.77,9.65,8.28,9.9,1.14,63.879
5.43,1.23,8.07,6.16,0.87,0.78,3.64,7.46,6.11,1.89,9.61,9.45,59.067
8.77,7.95,9.54,1.65,1.71,2.4,7.74,9.9,6.7,6.88,1.72,6.88,80.412
5.17,1.64,3.07,4.27,5.81,9.65,8.47,5.33,0.13,5.62,6.16,9.76,83.479
5.52,2.05,4.03,0.17,7.64,9.17,4.06,8.53,6.05,8.28,8.68,6.98,67.121
6.79,2.95,3.74,3.61,1.62,6.13,9.55,3.6,2.62,9.87,4.75,2.21,76.196
4.11,5.15,1.77,6.19,0.33,5.74,0.59,2.46,4.67,2.59,1.04,1.61,179.707
1.2,3.04,2.86,8.77,9.75,7.05,1.84,6.18,8.16,6.96,1.04,5.65,109.521
3.75,7.22,1.78,2.92,9.45,9.32,3.62,6.46,5.93,8.83,3.98,9.14,90.727
0.82,2.57,5.37,3.8,2.77,0.25,1.6,6.2,9.89,9.84,9.17,9.42,33.781
9.6,7.33,3.3,2.46,4.39,9.79,7.16,3.85,8.12,3.98,4.14,0.29,133.878
2.25,2.94,6.91,6.86,6.57,6.26,7.06,5.78,7.64,3.76,0.33,7.4,99.437
2.3,8.22,4.35,2.85,0.67,5.68,5.21,9.36,3.31,9.34,8.16,8.0,55.486
8.29,5.89,9.16,4.77,0.32,8.79,4.28,5.37,1.69,4.27,0.2,9.49,147.115
4.05,1.03,7.07,1.58,5.96,5.94,8.66,3.07,6.95,3.42,8.7,1.88,78.427
4.66,5.37,3.52,7.2,7.64,2.11,8.84,7.23,6.96,2.73,0.32,7.99,89.522
5.62,1.39,2.79,8.31,6.34,9.96,3.8,8.73,5.8,0.42,1.4,5.75,132.857
5.08,5.67,8.92,6.78,6.09,7.17,1.74,4.58,9.38,6.06,1.8,9.94,118.537
2.14,5.83,9.37,6.56,3.99,2.94,1.24,3.86,8.31,4.74,2.66,2.63,131.527
0.93,0.03,7.33,0.39,0.08,2.0,6.49,4.81,2.48,4.61,5.43,6.02,36.059
8.82,3.02,4.67,0.62,0.07,4.93,1.15,0.12,9.06,5.91,1.41,7.65,87.470
0.75,0.02,9.9,5.34,0.75,4.85,0.86,5.24,2.47,0.7,4.3,1.41,144.259
6.93,8.26,0.58,6.9,6.17,2.69,8.27,3.59,6.82,3.96,6.84,8.8,82.367
2.7,7.81,3.59,1.17,4.34,2.1,0.31,2.58,4.49,4.01,8.8,4.13,89.268
4.57,9.32,0.29,1.69,3.14,0.35,1.32,2.45,8.78,0.1,5.06,8.48,73.921
0.27,2.52,6.0,5.21,0.57,3.66,1.88,4.19,0.61,6.79,9.62,1.5,74.136
6.56,2.64,2.76,5.87,5.59,1.68,7.42,3.63,1.99,7.51,8.76,6.78,69.548
7.74,9.35,1.62,7.35,2.92,1.84,5.79,3.46,5.54,7.1,0.08,2.94,123.725
5.83,3.25,7.69,5.35,3.92,0.83,6.73,4.24,8.67,5.5,0.28,8.37,79.521
7.36,1.69,2.9,7.53,7.24,8.06,3.64,7.18,6.77,7.46,6.94,4.51,95.288
8.58,9.48,7.98,0.11,7.73,8.29,5.43,6.84,3.63,7.8,8.82,7.2,106.168
9.73,6.45,1.85,7.67,7.06,9.19,1.56,5.1,1.45,8.44,3.55,0.18,206.854
5.07,0.86,7.95,8.96,7.03,8.51,8.51,3.86,8.64,6.18,4.57,7.47,97.833
9.2,8.09,7.22,9.76,3.23,4.03,9.31,6.92,5.94,5.94,8.51,7.37,94.408
1.47,2.2,9.71,0.69,4.21,8.61,7.91,4.78,9.19,5.4,0.31,8.76,73.975
5.11,7.58,9.67,6.63,1.4,3.53,5.5,8.27,1.53,7.39,0.17,1.32,140.281
1.41,6.27,1.58,8.09,2.81,2.69,1.63,7.62,1.23,4.72,1.4,8.32,91.693
1.99,9.45,5.22,6.54,9.78,3.93,0.96,0.41,8.12,6.31,8.86,6.22,119.527
9.84,9.94,1.91,6.24,2.38,2.94,7.89,8.05,0.16,7.12,4.96,8.25,91.271
2.64,5.63,2.72,6.82,9.6,5.48,3.02,2.05,4.52,8.2,4.32,1.92,136.871
4.82,9.43,3.39,0.05,3.22,0.33,5.57,9.2,2.18,8.25,1.95,4.84,66.396
3.87,3.07,1.56,9.39,4.86,2.01,6.36,7.93,1.12,7.56,3.76,9.53,68.285
3.64,2.01,1.35,7.39,8.5,0.25,5.9,3.38,9.01,6.38,0.51,6.56,72.905
5.97,4.5,0.85,2.23,5.74,6.02,4.75,9.18,5.22,0.63,5.01,8.76,75.440
2.72,1.65,9.67,0.91,7.25,8.45,1.67,6.38,8.6,5.62,3.08,0.87,116.895
5.72,6.16,2.51,5.32,1.54,6.94,9.02,5.31,6.64,5.98,0.61,1.89,95.722
4.51,5.33,2.81,2.84,7.22,9.0,0.2,7.23,9.81,3.37,4.88,0.55,121.774
2.38,8.66,6.29,0.57,7.92,9.83,1.03,8.45,7.32,3.35,6.87,9.89,96.586
5.23,7.32,0.11,9.87,2.98,4.45,2.19,3.69,6.95,9.98,1.76,8.16,91.537
0.68,5.97,1.47,5.08,1.99,1.45,3.85,9.62,5.07,3.22,8.43,5.58,46.519
5.6,4.67,8.59,5.32,1.11,7.14,8.32,3.3,7.09,1.56,4.47,5.31,107.920
4.24,8.34,2.09,7.26,3.91,3.96,6.87,9.85,1.13,0.19,0.55,3.51,134.842
3.01,0.43,3.67,9.01,0.1,0.26,2.1,8.76,2.11,3.6,6.66,8.62,51.743
1.83,3.11,7.51,1.94,4.88,9.79,0.5,5.02,7.07,4.63,9.47,4.05,94.535
0.34,9.46,3.2,7.05,0.93,2.32,7.64,4.71,7.67,6.67,5.0,2.13,68.894
4.62,1.42,1.36,0.88,1.76,1.26,4.5,6.22,0.6,8.27,0.4,9.18,38.738
7.04,1.18,4.47,3.91,3.86,0.01,2.91,6.23,2.41,8.82,0.58,0.44,95.699
3.62,4.43,2.11,1.41,7.05,7.42,0.45,7.61,8.37,1.34,8.1,2.49,91.819
0.8,8.89,7.46,4.73,8.64,0.54,8.89,1.75,4.53,0.99,8.26,8.33,94.840
6.92,7.79,0.13,0.41,3.28,1.64,8.36,1.79,8.1,8.63,2.76,1.9,63.951
7.92,3.94,3.13,5.68,1.76,8.58,9.55,2.5,1.28,5.31,9.02,5.08,94.716
8.87,8.98,8.22,2.17,8.96,1.7,4.52,0.68,9.28,4.85,6.33,4.69,128.171
9.14,6.12,8.45,6.26,9.88,4.96,6.44,2.51,6.51,2.98,1.0,7.27,167.765
9.41,4.92,8.63,4.27,7.74,0.88,8.25,0.57,8.27,9.16,0.65,5.42,110.922
6.77,9.24,7.83,4.66,8.74,7.72,5.64,3.99,2.55,6.65,2.15,2.01,195.563
1.55,8.04,4.23,8.82,1.09,1.42,9.77,4.93,2.74,5.73,9.71,6.06,64.587
1.34,5.97,8.73,2.71,1.71,0.7,1.21,4.28,7.27,7.38,6.85,5.69,64.749
2.62,2.09,10.0,3.44,3.95,8.51,1.42,5.77,8.82,7.37,5.72,7.78,82.999
1.6,5.44,0.25,2.29,4.14,7.79,8.44,8.92,5.19,9.47,1.17,1.98,61.160
9.72,2.74,10.0,6.1,9.91,2.17,5.86,9.11,7.58,8.12,8.04,1.01,102.316
8.47,3.66,6.01,2.31,9.38,9.91,1.94,9.71,1.07,4.94,2.58,8.41,138.709
0.56,3.84,8.87,5.46,7.38,8.36,6.97,5.8,3.19,4.07,1.0,9.8,111.807
8.7,6.11,7.35,5.23,3.28,2.81,5.98,6.36,3.11,6.95,9.62,1.55,99.732
2.07,2.24,0.12,4.2,7.9,8.6,4.58,0.83,8.11,7.67,8.2,1.16,82.259
4.96,0.24,0.27,2.06,7.08,2.43,1.3,0.78,7.38,9.76,1.58,0.7,79.256
6.7,6.06,6.28,1.38,8.11,6.54,5.11,9.54,6.78,2.8,7.8,4.84,95.118
0.84,9.16,2.72,1.86,8.77,1.48,9.07,8.99,2.77,5.62,5.99,2.02,72.055
9.24,1.52,7.58,5.12,0.5,0.71,1.37,7.86,7.79,6.5,0.14,0.04,104.093
6.84,6.53,9.87,9.05,8.07,1.34,4.28,5.85,0.28,9.96,4.0,9.23,124.107
4.14,1.58,2.34,7.82,6.76,4.47,0.03,2.04,3.95,1.77,6.48,4.27,146.224
3.09,3.81,6.62,4.02,6.81,4.48,4.53,3.42,1.04,9.14,0.99,0.17,149.456
5.54,0.22,9.26,1.84,3.9,2.23,1.77,6.94,9.46,0.23,4.77,3.51,86.169
4.93,9.86,7.73,1.86,2.31,1.12,4.79,3.3,4.38,7.24,4.03,5.49,95.142
3.11,2.55,2.58,5.98,4.02,1.57,8.53,7.02,8.82,7.0,6.93,5.77,44.951
3.47,6.14,4.52,7.56,4.81,8.22,9.91,7.93,9.38,4.0,7.73,0.6,87.788
9.22,9.2,5.23,0.84,5.3,5.32,2.74,3.2,6.11,1.72,7.52,8.93,116.181
5.88,6.97,7.37,7.55,2.6,9.85,3.41,0.97,4.66,3.77,6.25,2.48,186.722
1.05,4.73,7.29,7.1,4.72,1.56,3.84,3.17,2.17,6.57,3.86,8.27,94.871
0.07,2.1,4.3,9.88,6.49,3.21,0.13,8.08,6.22,4.73,1.91,0.8,119.113
6.28,0.08,8.64,4.2,8.89,2.47,9.35,0.68,7.37,4.54,8.39,1.17,97.016
4.52,3.76,0.29,8.75,4.33,3.04,9.02,8.8,8.35,8.96,1.87,0.69,65.508
9.76,2.65,8.21,4.81,0.66,5.76,9.31,8.34,1.63,0.76,1.46,5.88,116.326
7.6,4.24,9.5,1.26,0.48,1.8,6.9,1.86,1.29,6.64,2.08,4.18,108.410
4.15,7.1,6.28,7.81,3.91,9.79,1.91,4.0,9.52,9.87,7.08,3.68,108.264
2.59,6.32,6.88,1.11,4.87,6.47,1.17,1.96,9.94,2.94,2.81,6.96,109.542
1.32,4.73,3.57,8.04,7.63,3.97,0.29,1.9,1.88,6.38,1.86,4.76,171.412
2.99,2.64,3.16,6.65,5.43,4.37,1.74,1.81,2.5,0.1,5.99,4.66,150.238
3.35,6.39,4.45,1.68,6.44,7.9,5.96,5.07,6.55,5.04,8.47,6.08,81.275
1.7,9.07,1.93,0.34,8.79,8.08,4.79,5.12,8.87,1.97,7.65,7.09,84.277
9.28,5.72,9.72,9.66,5.47,7.27,9.45,6.45,6.95,2.82,8.08,6.85,116.059
1.52,2.34,7.22,8.36,2.58,0.53,3.55,5.72,7.66,2.21,1.96,0.01,106.821
1.89,2.34,9.23,1.73,2.72,6.15,9.46,7.0,1.72,3.33,1.45,7.38,79.301
2.75,1.23,1.7,7.9,8.16,6.98,8.6,9.15,0.37,2.67,8.68,4.55,84.421
